# minimal_valid_fraction ::  30.00
# operating on 
# <a href=http://climexp.knmi.nl/select.cgi?field=scpdsi>climexp.knmi.nl/select.cgi?field=scpdsi</a>
# file :: CRUData/scPDSI.cru_ts3.26early.bams2018.GLOBAL.1901.2017.nc
# creation_date :: 07-Feb-2018 12:27:13
# institution :: KNMI Climate Explorer and Climatic Research Unit, University of East Anglia, UK
# creator :: Jonathan Barichivich (campsidium@gmail.com)
# original reference :: van der Schrier G, Barichivich J, Briffa KR and Jones PD (2013) A scPDSI-based global data set of dry and wet spells for 1901-2009. J. Geophys. Res. Atmos. 118, 4025-4048 (10.1002/jgrd.50355).
# updated reference :: Osborn TJ, Barichivich J, Harris I, van der Schrier G and Jones PD (2017) Monitoring global drought using the self-calibrating Palmer Drought Severity Index [in "State of the Climate in 2016"]. Bulletin of the American Meteorological Society xx, Sxx-Sxx
# nco :: 4.6.6
# history ::  2019-05-29  1:06:20 bin/get_index CRUData/scPDSI.cru_ts3.26early.bams2018.GLOBAL.1901.2017.nc 112.5 112.7 27.27 27.5 dipole no minfac 30 nearest scpdsi_112.5-112.7E_27.27-27.5N_n\nThu Mar  7 12:26:51 2019: ncatted -a units,time,a,c,days since 1900-01-01 scPDSI.cru_ts3.26early.bams2018.GLOBAL.1901.2017.nc
# ave_region :: lon=  112.500  113.000, lat=   27.000   27.500
# averaging anomalies over region lon=  112.500  113.000, lat=   27.000   27.500
# scpdsi [scpdsi] self-calibrating Palmer Drought Severity Index
 1901  0.7200000     -0.4800000     -0.4400000     -0.4500000     -0.4200000     -0.7200000       1.040000     -0.3200000     -0.5699999     -0.7100000      -1.090000      -1.490000    
 1902  -1.920000      -2.730000      -3.250000      -3.220000      -3.220000      -3.880000      -3.880000      -4.260000      -4.699999      -4.840000      0.7000001E-01  0.9100000    
 1903  0.7300000       1.220000       1.930000       1.730000       2.150000       1.870000       1.830000       2.010000     -0.6999999E-01 -0.4000000     -0.7400000      -1.100000    
 1904  -1.390000      -1.840000      0.2000000       1.530000       1.030000      0.3800000      0.2100000      0.3500000      0.6300000       1.000000      0.7300000      0.7500000    
 1905  0.6500000      0.4500000       1.250000     -0.2500000     -0.4300000     -0.7200000     -0.9100000      -1.070000     -0.9599999      -1.050000      -1.220000      0.3600000    
 1906  0.6500000       1.300000       1.290000       1.460000     -0.1600000     -0.5200000     -0.6300001     -0.3900000     -0.3400000     -0.6700000     -0.9699999      -1.270000    
 1907 -0.5900000     -0.6200000     -0.6900000     -0.9599999     -0.9700001      -1.410000      -1.370000      -1.700000      0.6000001E-01   1.560000       2.340000       2.320000    
 1908   3.140000       3.040000       2.350000       2.390000       1.840000       1.660000       2.030000       1.750000       1.770000       2.230000       2.190000       2.630000    
 1909   3.530000       3.390000     -0.1800000     -0.3600000     -0.7900000     -0.6000000      -1.120000      -1.790000      -2.010000      0.9800000     -0.1100000     -0.3600000    
 1910   0.000000     -0.1100000     -0.6700000     -0.5000000     -0.7600000     -0.8300000     -0.8999999      0.7800000      0.6200001      0.7400000      0.8200000      0.7700000    
 1911  0.5600000      0.5700001      0.8400000      0.3000000      0.9300001       1.430000       1.670000       2.440000       2.570000       2.790000       3.530000       4.030000    
 1912   4.130000       4.160000       4.340000       3.890000       3.470000       3.900000       3.940000       3.390000       3.130000       2.780000       2.350000       2.350000    
 1913   1.930000       1.870000       2.150000       2.660000       2.250000       2.230000       1.750000       1.200000       1.350000      0.8900000      0.9100000       1.030000    
 1914  0.9100000       1.220000       1.010000      0.6500000      0.8400000       1.050000       1.220000       1.520000       1.330000       1.730000       2.670000       2.690000    
 1915 -0.2900000     -0.6700000     -0.8600000     -0.5000000     -0.7900000     -0.6400000     -0.7800000      0.5700001      0.2700000      0.5600000      0.9200000     -0.3400000    
 1916 -0.6200000     -0.1800000     -0.4200000     -0.5900000     -0.8300000     -0.8300000      -1.110000     -0.6200000     -0.6000000     -0.6100000     -0.9100000      -1.100000    
 1917  -1.140000     -0.8600000     -0.8700000     -0.8800000      -1.170000      -1.200000      0.3800000      0.8300000     -0.1900000     -0.2300000     -0.6000000     -0.6899999    
 1918  -1.290000      -1.700000      0.2800000      0.6000001E-01  0.5600000      0.1800000      0.5300000       1.500000       1.590000       1.090000       1.650000       2.040000    
 1919   1.920000       1.980000       2.100000       2.070000       1.600000       1.600000       1.640000       1.690000       2.330000       2.410000       2.130000       1.880000    
 1920   1.510000       1.930000       2.070000       2.230000       2.510000       2.660000       2.740000       2.990000       3.650000       3.540000       3.800000       4.440000    
 1921 -0.2000000     -0.4800000     -0.8300000      -1.110000     -0.6700000     -0.7200000      -1.140000      -1.540000      -1.460000      -1.460000      -1.720000      -2.000000    
