# minimal_valid_fraction ::  30.00
# operating on CRU TS4.03 Cloud Cover
# <a href=http://climexp.knmi.nl/select.cgi?field=cru4_cld>climexp.knmi.nl/select.cgi?field=cru4_cld</a>
# file :: CRUData/cru_ts4.03.1901.2018.cld.dat.nc
# title :: spatial statistic of CRU TS4.03 Cloud Cover
# cdi :: Climate Data Interface version 1.6.9 (http://mpimet.mpg.de/cdi)
# source :: Run ID = 1905011326. Data generated from:CLD 1901-2002 replicated from CRU TS 2.10, CLD after 2002 from cld.1905011321.dtb, dtr.1905011321.dtb
# institution :: KNMI Climate Explorer and Data held at British Atmospheric Data Centre, RAL, UK.
# references :: Information on the data is available at http://badc.nerc.ac.uk/data/cru/
# comment :: Access to these data is available to any registered CEDA user.
# contact :: support@ceda.ac.uk
# cdo :: Climate Data Operators version 1.6.9 (http://mpimet.mpg.de/cdo)
# geospatial_lat_max ::     90.0
# geospatial_lon_min ::   -180.0
# geospatial_lon_units :: degrees_east
# geospatial_lon_resolution ::      0.5
# time_coverage_start :: 1901-01-15
# time_coverage_end :: 2018-12-15
# history ::  2019-06-18 23:19:26 bin/get_index CRUData/cru_ts4.03.1901.2018.cld.dat.nc 112.5 112.7 27.27 27.5 dipole no minfac 30 nearest lsmask CRUData/lsmask_05.nc all cru4_cld_112.5-112.7E_27.27-27.5N_n\nWed Jun 05 19:01:28 2019: cdo -r -f nc4 -z zip selvar,cld cld/cru_ts4.03.1901.2018.cld.dat.nc cru_ts4.03.1901.2018.cld.dat.nc\nThu  2 May 2019 14:26:45 BST : User ianharris : Program makegridsauto.for called by update.for
# ave_region :: lon=  112.500  113.000, lat=   27.000   27.500
# averaging anomalies over region lon=  112.500  113.000, lat=   27.000   27.500
# cld [percentage] cloud cover
 1901   75.10000       78.70000       80.40000       80.80000       78.09999       77.40000       65.00000       62.50000       60.80000       65.80000       62.60000       62.60000    
 1902   71.20000       78.80000       80.80000       82.80001       78.80000       77.10000       63.20000       61.80000       61.70000       64.10000       63.70000       63.50000    
 1903   71.20000       78.99999       83.40001       82.50001       78.20000       77.20000       64.90000       62.50000       62.50000       66.00000       63.70000       61.00000    
 1904   72.60000       80.00000       82.80001       82.30000       78.20000       77.20000       64.20000       61.20000       62.30000       66.00000       65.70000       63.70000    
 1905   73.49999       90.80000       93.80001       85.60001       79.30000       77.30001       67.00000       69.10000       73.00000       74.70000       63.70000       76.20000    
 1906   71.50000       81.00000       79.70001       80.50000       78.20000       76.70000       63.00000       61.40000       75.80000       67.60000       63.70000       62.00000    
 1907   73.10000       86.70000       83.60000       76.60001       75.80000       70.90000       66.10000       54.00000       66.80000       76.80000       66.50000       49.40000    
 1908   73.20000       83.50000       73.80000       87.50000       74.50000       74.40000       63.00000       55.00000       66.30000       68.80000       62.40001       59.00000    
 1909   84.20000       77.70000       81.30000       71.60001       67.89999       81.60000       58.40000       48.60001       59.00000       79.40000       53.00000       66.10000    
 1910   76.10000       80.40000       83.00000       88.80000       76.20000       71.90000       59.90000       64.50000       63.80000       66.00000       72.30000       60.80000    
 1911   75.60000       82.80000       88.30001       73.80000       80.20000       82.30000       61.90000       66.50000       54.50000       62.80000       60.90000       77.00000    
 1912   78.20000       71.80000       81.00000       73.60001       70.00000       72.90000       55.90000       56.60001       57.60000       57.60000       63.10000       68.10000    
 1913   65.20000       84.00000       78.60000       87.70001       73.90000       74.50001       64.50000       51.30000       65.10000       57.10000       71.70000       65.70000    
 1914   59.00000       82.39999       76.20000       77.70000       81.00000       75.90000       50.30000       61.50000       60.70000       76.80000       64.30000       65.80000    
 1915   67.40000       81.30000       70.00000       84.10000       70.90000       77.50000       63.20000       68.10000       61.10000       65.30000       63.90000       47.00000    
 1916   60.70000       85.20000       83.20000       76.50000       80.30000       76.60001       62.40001       46.40000       64.00000       64.70000       57.80000       57.00000    
 1917   60.20000       70.30000       79.90000       83.40001       71.70000       77.60000       63.20000       60.00000       56.70000       63.40000       59.90000       57.10000    
 1918   54.40000       75.20000       79.90000       81.30001       76.80000       81.50001       67.70000       72.20000       66.60000       55.90000       66.70000       79.30000    
 1919   78.90000       73.99999       91.90000       87.70001       73.20000       83.50000       69.80000       55.70000       58.90001       55.30000       54.00000       60.80000    
 1920   52.70000       92.30000       93.60000       82.90000       82.39999       73.30001       57.00000       70.80000       68.10000       56.80000       68.20000       74.30000    
 1921   66.80000       65.80000       76.60001       76.40001       82.30000       80.80000       55.30000       62.20000       67.50000       63.30000       53.30000       64.90000    
